Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
NE,CE,JUAZEIRO DO NORTE,M T PETROLEO LTDA,236128000159,AVENIDA GOVERNADOR VIRGILIO TAVORA,S/N,,TIMBAUBA,63028-352,GASOLINA,2025-10-08,6.31,,R$ / litro,BRANCA
NE,CE,FORTALEZA,CÃMARA & PESSOA COMERCIAL LTDA,3037449000112,AVENIDA AMÃRICO BARREIRA,4855,0,BELA VISTA,60442-801,GASOLINA,2025-10-08,6.25,,R$ / litro,BRANCA
NE,CE,FORTALEZA,C M DERIVADOS DE PETROLEO LTDA,7681281000134,AVENIDA PROFESSOR GOMES DE MATOS,38,,JARDIM AMERICA,60410-424,GASOLINA,2025-10-08,6.24,,R$ / litro,ALE
NE,CE,FORTALEZA,P. F. NETO PETROLEO E COMBUSTIVEIS LTDA,339611000169,AVENIDA LUCIANO CARNEIRO,721,0,FATIMA,60410-691,GASOLINA,2025-10-08,6.23,,R$ / litro,VIBRA
NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA,19828928000197,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,GASOLINA,2025-10-08,5.69,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA,2942401000196,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,GASOLINA,2025-10-08,6.3,,R$ / litro,VIBRA
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO V LTDA,18484953000138,RUA FRANCISCA FEITOSA,1425,,LADEIRA,62508-745,GASOLINA,2025-10-08,6.74,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,SAO PEDRO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA.,24873633000172,RUA MAJOR ANTONIO RODRIGUES TEIXEIRA,1390,,CRUZEIRO,62503-126,GASOLINA,2025-10-08,6.71,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,LADEIRA COMERCIO DE COMBUSTIVEIS LTDA,29300254000107,RUA PRESIDENTE ROOSEVELT,173,,BOA VISTA,62500-000,GASOLINA,2025-10-08,6.73,,R$ / litro,BRANCA
NE,CE,QUIXADA,MACK X COMERCIO DE DERIVADOS DE PETROLEO LTDA,29590111000187,RUA JOSE DE QUEIROZ PESSOA,4493A,,CARRASCAL,63902-247,GASOLINA,2025-10-08,5.75,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA,2025-10-09,6.73,,R$ / litro,ALE
NE,CE,ITAPIPOCA,EMPRESA DE COMBUSTIVEL SAO CRISTOVAO II LTDA,10862658000166,RUA VICENTE SIEBRA,1747,,COQUEIRO,62500-000,GASOLINA,2025-10-09,6.75,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO A+ COMERCIO DE COMBUSTIVEIS LTDA,18717475000673,AVENIDA MONSENHOR TABOSA,3199,,JULHO II,62500-001,GASOLINA,2025-10-09,6.71,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO VIII LTDA,22614944000191,RUA DOM AURELIANO MATOS,559,,CENTRO,62500-004,GASOLINA,2025-10-09,6.71,,R$ / litro,BRANCA
NE,CE,SOBRAL,ECONOGÃS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÃS NAT,8775979000262,RUA TABELIÃO IDELFONSO CAVALCANTI,455,,CENTRO,62010-000,GASOLINA,2025-10-10,6.38,,R$ / litro,RAIZEN
NE,CE,SOBRAL,MASTER POSTO COMERCIO DE COMBUSTIVEIS LTDA,28335497000118,AVENIDA SENADOR JOSE ERMIRIO DE MORAES,872,,PADRE IBIAPINA,62023-120,GASOLINA,2025-10-10,6.38,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA,7702402000187,AVENIDA PRESIDENTE CASTELO BRANCO,2215,,LIMOEIRO,63030-205,GASOLINA,2025-10-13,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,ARAUJO PETROLEO LTDA,89746000202,AVENIDA CASTELO BRANCO,253,,SANTA TERESA,63050-480,GASOLINA,2025-10-13,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,URBANO COMERCIO DE LUBRIFICANTES LIMITADA,5775567000153,RUA JOSE ANDRADE DE LAVOR,2734,,ROMEIRAO,63050-430,GASOLINA,2025-10-13,6.2,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000108,AVENIDA AILTON GOMES,875,,PIRAJA,63020-000,GASOLINA,2025-10-13,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M T D PETROLEO LTDA,719023000150,RUA SAO PAULO,2005,,SANTA TEREZA,63050-316,GASOLINA,2025-10-13,6.32,,R$ / litro,ALE
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000352,AVENIDA OSORIO DE PAIVA,6800,,SIQUEIRA,60720-001,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,POSTO FUTURO COMERCIO DE PETROLEO LTDA,7221845000318,AVENIDA SANTOS DUMONT,7700,,PAPICU,60175-047,GASOLINA,2025-10-13,6.23,,R$ / litro,SP
NE,CE,FORTALEZA,CÃMARA & PESSOA COMERCIAL LTDA,3037449000112,AVENIDA AMÃRICO BARREIRA,4855,0,BELA VISTA,60442-801,GASOLINA,2025-10-13,6.23,,R$ / litro,BRANCA
NE,CE,FORTALEZA,G A COMERCIO DE DERIVADOS DE PETROLEO LTDA,3477535000146,AVENIDA JORNALISTA TOMAZ COELHO,410,,MESSEJANA,60842-020,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,JG COMERCIO DE PETROLEO LTDA,2135496000217,RUA ENG ANTONIO FERREIRA ANTERO,455,,COCO,60821-765,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,LM REVENDEDORA DE PETROLEO LTDA,6352771000124,AVENIDA VISCONDE DO RIO BRANCO,6450,BR 116,AEROLANDIA,60842-395,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO MANIA LTDA,4559055000197,AVENIDA JOSE TORRES,200,,GRANJA LISBOA,60540-510,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO DE COMBUSTIVEIS XIMENES LTDA,7025104000108,RUA MARIA JULIA,48,,GRANJA PORTUGAL,60545-255,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,ALMEIDA CHAVES COMERCIAL DE PETROLEO LTDA,6912319000170,RUA CONEGO DE CASTRO,6041,,PARQUE SANTA ROSA,60763-003,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO CARIOCA COMERCIO DE COMBUSTIVEIS LTDA,6203853000107,AVENIDA LUIS VIEIRA,835,,PARQUE SAO JOSE,60730-230,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,COMERCIAL SUPER DE DERIVADOS DE PETROLEO LTDA.,5916454000120,RUA HERIBALDO COSTA,450,,HENRIQUE JORGE,60525-190,GASOLINA,2025-10-13,6.25,,R$ / litro,VIBRA
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000388,AVENIDA CASTELO CASTRO,459,,JANGURUSSU,60866-681,GASOLINA,2025-10-13,6.23,,R$ / litro,SP
NE,CE,FORTALEZA,GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA,4436076000115,AVENIDA JORNALISTA TOMAZ COELHO,1878,,JANGURUSSU/MESSEJANA,60864-810,GASOLINA,2025-10-13,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA,5331201000195,"RUA.OSCAR ARARIPE,390",S/N,,BOM JARDIM,60540-440,GASOLINA,2025-10-13,6.27,,R$ / litro,ALE
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA,4196165000212,AVENIDA BARÃO STUDART,2936,,ALDEODA,60120-002,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SUPER COMERCIO DE COMBUSTIVEIS LTDA,3720675000101,TRAVESSA PARIS,1133,QUADRA029,PAPICU,60175-690,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,AUTO POSTO TIGRAO LTDA,6816300000120,RODOVIA BR 116 KM 12,2928,,PARQUE SANTA MARIA,60191-070,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003188,RUA PERO COELHO,271,,CENTRO,60140-100,GASOLINA,2025-10-13,6.45,,R$ / litro,VIBRA
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000190,AVENIDA SANTOS DUMONT,5259,,ALDEOTA,60150-161,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000596,AVENIDA BARAO DE STUDART,2255,,ALDEOTA,60120-002,GASOLINA,2025-10-13,6.43,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000324,AVENIDA SANTOS DUMONT,2035,0,ALDEOTA,60000-000,GASOLINA,2025-10-13,6.43,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000405,RUA COSTA BARROS,1515,0,ALDEOTA,60000-000,GASOLINA,2025-10-13,6.43,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000839,RUA FRANCISCO MATTOS,255,,PAPICU,60176-130,GASOLINA,2025-10-13,6.43,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003269,RUA CORONEL ERNESTO MATOS,582,,MESSEJANA,60841-810,GASOLINA,2025-10-13,6.29,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA,4487745000188,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÃRIOS,60830-641,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641002882,RUA ISRAEL BEZERRA,1155,0,DIONISIO TORRES,60135-460,GASOLINA,2025-10-13,6.43,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOUSA PETROLEO E SERVICOS LTDA,7041551000142,AVENIDA WASHINGTON SOARES,5501,,JOSE DE ALENCAR,60830-005,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA,1564759000160,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOUZA COMÃRCIO DE PETRÃLEO E SERVIÃOS LTDA,4078953000123,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA,2025-10-13,6.23,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,C M DERIVADOS DE PETROLEO LTDA,7681281000134,AVENIDA PROFESSOR GOMES DE MATOS,38,,JARDIM AMERICA,60410-424,GASOLINA,2025-10-13,6.22,,R$ / litro,ALE
NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5352158000306,AVENIDA ALBERTO CRAVEIRO,494,,CASTELAO,60860-000,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO NOVO NORDESTE LTDA,5244793000108,RUA PADRE PEDRO DE ALENCAR,626,,MESSEJANA,60840-280,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA,3524403000128,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA,2025-10-13,6.39,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA,3235387000153,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,V M REVENDEDORA DE PETROLEO LTDA,3024468000104,RUA OSCAR FRANCA,51,,BOM JARDIM,60540-370,GASOLINA,2025-10-13,6.25,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2486455000194,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA,2025-10-13,6.23,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA,1952847000139,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,GASOLINA,2025-10-13,6.25,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,LESTE OESTE PETRÃLEO LTDA,1447072000144,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÃ,60312-060,GASOLINA,2025-10-13,6.27,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,P. F. NETO PETROLEO E COMBUSTIVEIS LTDA,339611000169,AVENIDA LUCIANO CARNEIRO,721,0,FATIMA,60410-691,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA,6220994000138,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,GASOLINA,2025-10-13,6.25,,R$ / litro,IPIRANGA
NE,CE,IGUATU,I. G. BEZERRA COMBUSTÃVEIS,9327257000127,AVENIDA MARECHAL CASTELO BRANCO,170,,VENEZA,63500-000,GASOLINA,2025-10-13,6.49,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000123,AVENIDA CARLOS ROBERTO COSTA,750,,AREIAS II,63508-120,GASOLINA,2025-10-13,6.45,,R$ / litro,BRANCA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000428,RUA GUILHERME DE OLIVEIRA,65,,CENTRO,63500-005,GASOLINA,2025-10-13,6.45,,R$ / litro,VIBRA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000509,RUA CRUZEIRO DO SUL,996,,ALTO DO JUCA,63500-005,GASOLINA,2025-10-13,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000973,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA,2025-10-13,6.23,,R$ / litro,SP
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000204,RUA DEOCLECIO LIMA VERDE,37,,AREIAS,63500-005,GASOLINA,2025-10-13,6.45,,R$ / litro,BRANCA
NE,CE,FORTALEZA,POSTO DE COMBUSTIVEIS XIMENES LTDA,7025104000361,RUA EMILIO DE MENEZES,1190,,BOM SUCESSO,60541-420,GASOLINA,2025-10-13,6.23,,R$ / litro,BRANCA
NE,CE,IGUATU,COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA,12350931000107,AVENIDA JOAQUIM AILTON ALEXANDRE,605,,ALTO DO JUCA,63500-005,GASOLINA,2025-10-13,6.38,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000110,RUA DR JOSE HOLANDA MONTENEGRO,21,,CENTRO,63500-005,GASOLINA,2025-10-13,6.45,,R$ / litro,SP
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818001279,AVENIDA FRANCISCO SA,3965,,CARLITO PAMPLONA,60310-001,GASOLINA,2025-10-13,6.27,,R$ / litro,SP
NE,CE,JUAZEIRO DO NORTE,VIA OESTE PRIME COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,20801484000185,RUA MANOEL LOPES BEZERRA,15,,LAGOA SECA,63040-100,GASOLINA,2025-10-13,6.3,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000200,RUA DOUTOR JOAO PESSOA,832,,CENTRO,63500-023,GASOLINA,2025-10-13,6.45,,R$ / litro,SP
NE,CE,IGUATU,I G BEZERRA SOUSA COMBUSTIVEIS LTDA,3929849000213,RUA TREZE DE MAIO,378,,CENTRO,63500-144,GASOLINA,2025-10-13,6.49,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,AUTO POSTO JUAZEIRO LTDA,31124460000155,AVENIDA AILTON GOMES DE ALENCAR,2950,LOTE  3 AO 7              LOTE  18 E 19             QUADRA1,LAGOA SECA,63040-602,GASOLINA,2025-10-13,6.3,,R$ / litro,RAIZEN
NE,CE,IGUATU,JOSE GRASUENE DE ARAUJO LTDA,25147076000256,AVENIDA ALBERICO CAVALCANTE MENDONCA,359,,ALVORADA,63507-683,GASOLINA,2025-10-13,6.45,,R$ / litro,BRANCA
NE,CE,FORTALEZA,MONTREAL MONTESE COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,4787688000152,AVENIDA JOAO PESSOA,6094,,MONTESE,60440-005,GASOLINA,2025-10-13,6.23,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641004664,AVENIDA DESEMBARGADOR MOREIRA,1621,1635,ALDEOTA,60170-001,GASOLINA,2025-10-13,6.43,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,POSTO NOEL E RAIMUNDA COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,49298440000166,AVENIDA PREFEITO AILTON GOMES DE ALENCAR,3513,,PLANALTO,63047-165,GASOLINA,2025-10-13,6.3,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4314770000240,AVENIDA PADRE CICERO,5211,,SAO JOSE,63041-140,GASOLINA,2025-10-14,5.98,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,7053903000422,AVENIDA PADRE CICERO,2506,,CAJUINA SAO GERALDO,63022-115,GASOLINA,2025-10-14,6.35,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,5622375000107,RUA SABINO ROBERTO DE FREITAS,3851,,BOA FE,62930-000,GASOLINA,2025-10-14,6.29,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000159,AVENIDA DOM AURELIANO MATOS,1751,CENTRO,CENTRO,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2479591000157,RUA CEL. ANTONIO JOAQUIM,1060,,CENTRO,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,QUIXADA,CIRO GOMES MAGALHAES,41424276000346,RODOVIA CE   456  KM  01,S/N,SITIO  ITAJUBA,ZONA  URBANA,63900-002,GASOLINA,2025-10-14,6.28,,R$ / litro,RAIZEN
NE,CE,QUIXADA,POSTO MONOLITOS LTDA,5159709000158,AVENIDA PLACIDO  CASTELO,1599,,CENTRO,63900-002,GASOLINA,2025-10-14,5.78,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA,2025-10-14,6.29,,R$ / litro,BRANCA
NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA,19828928000197,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,GASOLINA,2025-10-14,5.69,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000194,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000506,RUA ANTONIO RIBEIRO DE CASTRO SILVA,1322,,BOM NOME,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA,27037354000167,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA,2025-10-14,6.39,,R$ / litro,IPIRANGA
NE,CE,QUIXADA,MACK IX COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589489000160,AVENIDA JUSCELINO KUBITSCHEK,1066B,,ALTO SAO FRANCISCO,63908-230,GASOLINA,2025-10-14,5.69,,R$ / litro,RAIZEN
NE,CE,QUIXADA,MACK XI COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589547000156,AVENIDA JESUS MARIA JOSE,778,,CAMPO VELHO,63907-008,GASOLINA,2025-10-14,5.69,,R$ / litro,RAIZEN
NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI,30656266000158,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,GASOLINA,2025-10-14,6.35,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,J P PETROLEO LTDA,37878277000121,RUA ZEFERINO PEDRO DOS SANTOS,414,,SAO JOSE,63024-390,GASOLINA,2025-10-14,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000275,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA,2025-10-14,6.19,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,SJ -PETROLEO LTDA,3462989000143,AVENIDA VIRGILIO TAVORA,1100,,TIMBAUBA,63028-352,GASOLINA,2025-10-15,6.3,,R$ / litro,RAIZEN
NE,CE,JUAZEIRO DO NORTE,M T PETROLEO LTDA,236128000159,AVENIDA GOVERNADOR VIRGILIO TAVORA,S/N,,TIMBAUBA,63028-352,GASOLINA,2025-10-15,6.31,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA,2942401000196,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,GASOLINA,2025-10-15,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,CARIRI COMBUSTIVEIS LTDA,48768795000109,AVENIDA GOVERNADOR VIRGILIO TAVORA,1208,,AEROPORTO,63020-735,GASOLINA,2025-10-15,6.3,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA,2025-10-16,6.73,,R$ / litro,ALE
NE,CE,ITAPIPOCA,COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,23463268000165,RUA JOSE DO PATROCINIO,1023,,COQUEIRO,62508-048,GASOLINA,2025-10-16,6.75,,R$ / litro,IPIRANGA
NE,CE,CAUCAIA,BOQUEIRAO COMERCIO DE DERIVADOS DE PETROLEO LTDA,7130954000168,RODOVIA BR 222 KM 21,S/N,,BOQUEIRAO,61616-000,GASOLINA,2025-10-16,5.95,,R$ / litro,RAIZEN
NE,CE,CAUCAIA,PONTES & LANDIM PETROLEO LTDA,2333098000124,RUA ULISSES GUIMARAES,S/N,,IPARANA,61604-150,GASOLINA,2025-10-16,6.23,,R$ / litro,RAIZEN
NE,CE,CAUCAIA,CERAPELES DERIVADOS DE PETROLEO LTDA,12215216000153,RODOVIA BR-222,8500,MATS 21.479 E 41.292LOTE  14 17 A 23                POSTO FORTALEZA,TABAPUA,61635-365,GASOLINA,2025-10-16,6.27,,R$ / litro,BRANCA
NE,CE,CAUCAIA,SEVERINO ALMEIDA CHAVES,9411539000108, BR 020 KM 402,S/N,Q-31 LOTE  N. 05,JARDIM FORTALEZA,61605-600,GASOLINA,2025-10-16,6.21,,R$ / litro,VIBRA
NE,CE,CAUCAIA,E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,5330700000168,BR 222,S/N,KM 01,ZONA RURAL,61616-000,GASOLINA,2025-10-16,5.97,,R$ / litro,VIBRA
NE,CE,CAUCAIA,METROPOLE COMERCIO DE DERIVADOS DE PETROLEO LTDA,3360970000196,AVENIDA CONTORNO LESTE (CJ PLANALTO CAUCAIA),127,,PLANALTO CAUCAIA,61605-400,GASOLINA,2025-10-16,6.23,,R$ / litro,FAN
NE,CE,CAUCAIA,POSTO ESTRUTURANTE LTDA,2947220000152,RODOVIA CE 085,S/N,KM 02,ZONA RURAL,61605-600,GASOLINA,2025-10-16,6.27,,R$ / litro,VIBRA
NE,CE,CAUCAIA,SOUSA HOLANDA PETROLEO LTDA,1405683000120,RODOVIA BR 020,S/N,KM 407,SANTA RITA,61605-600,GASOLINA,2025-10-16,6.23,,R$ / litro,IPIRANGA
NE,CE,QUIXADA,JOAO PAULO DE MENEZES FURTADO,7148072000120,AVENIDA PRESIDENTE VARGAS,360,,PUTIU,63900-000,GASOLINA,2025-10-16,5.69,,R$ / litro,ALE
NE,CE,ITAPIPOCA,EMPRESA DE COMBUSTIVEL SAO CRISTOVAO II LTDA,10862658000166,RUA VICENTE SIEBRA,1747,,COQUEIRO,62500-000,GASOLINA,2025-10-16,6.75,,R$ / litro,SP
NE,CE,CAUCAIA,LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI,10835567000131,RODOVIA BR 222 KM 04,3970,,PARQUE TABAPUA,61635-365,GASOLINA,2025-10-16,6.23,,R$ / litro,SP
NE,CE,CAUCAIA,S. M. COMBUSTIVEIS LTDA.,21237341000155,RODOVIA CE-090,650,,PACHECO,61626-000,GASOLINA,2025-10-16,6.23,,R$ / litro,IPIRANGA
