Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
NE,CE,FORTALEZA,COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA.,9336183000195,AVENIDA ALBERTO CRAVEIRO,2585,,CASTELAO,60860-000,GASOLINA ADITIVADA,2025-09-08,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,M. LUZ COMERCIO DE COMBUSTIVEIS LTDA,8912686000107,RODOVIA BR 116,9310,LOJA 06,BARROSO,60850-015,GASOLINA ADITIVADA,2025-09-08,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,H I COMERCIO DE PETROLEO LTDA,8509229000168,AVENIDA DESEMBARGADOR GONZAGA,45,,CIDADE DOS FUNCIONARIOS,60823-000,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,BRANCA
NE,CE,FORTALEZA,BAJ-COMERCIAL VAREJISTA DE COMBUSTÃVEIS LTDA.,7857332000136,AVENIDA PONTES VIEIRA,1341,,DIONISIO TORRES,60130-241,GASOLINA ADITIVADA,2025-09-08,6.59,,R$ / litro,VIBRA
NE,CE,FORTALEZA,JG COMERCIO DE PETROLEO LTDA,2135496000217,RUA ENG ANTONIO FERREIRA ANTERO,455,,COCO,60821-765,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,POSTO CARIOCA COMERCIO DE COMBUSTIVEIS LTDA,6203853000107,AVENIDA LUIS VIEIRA,835,,PARQUE SAO JOSE,60730-230,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA,4436076000115,AVENIDA JORNALISTA TOMAZ COELHO,1878,,JANGURUSSU/MESSEJANA,60864-810,GASOLINA ADITIVADA,2025-09-08,6.45,,R$ / litro,VIBRA
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA,4196165000212,AVENIDA BARÃO STUDART,2936,,ALDEODA,60120-002,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA,4196165000131,AVENIDA ROGACIANO LEITE,986,,GUARARAPES,60810-786,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SUPER COMERCIO DE COMBUSTIVEIS LTDA,3720675000101,TRAVESSA PARIS,1133,QUADRA029,PAPICU,60175-690,GASOLINA ADITIVADA,2025-09-08,6.39,,R$ / litro,VIBRA
NE,CE,FORTALEZA,AUTO POSTO TIGRAO LTDA,6816300000120,RODOVIA BR 116 KM 12,2928,,PARQUE SANTA MARIA,60191-070,GASOLINA ADITIVADA,2025-09-08,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641001487,"RUA ENGENHEIRO ALBERTO SA, 246",S/N,,NOVA ALDEOTA,60175-395,GASOLINA ADITIVADA,2025-09-08,6.77,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003188,RUA PERO COELHO,271,,CENTRO,60140-100,GASOLINA ADITIVADA,2025-09-08,6.67,,R$ / litro,VIBRA
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000190,AVENIDA SANTOS DUMONT,5259,,ALDEOTA,60150-161,GASOLINA ADITIVADA,2025-09-08,6.57,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000324,AVENIDA SANTOS DUMONT,2035,0,ALDEOTA,60000-000,GASOLINA ADITIVADA,2025-09-08,6.77,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000405,RUA COSTA BARROS,1515,0,ALDEOTA,60000-000,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000839,RUA FRANCISCO MATTOS,255,,PAPICU,60176-130,GASOLINA ADITIVADA,2025-09-08,6.77,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003269,RUA CORONEL ERNESTO MATOS,582,,MESSEJANA,60841-810,GASOLINA ADITIVADA,2025-09-08,6.65,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA,4487745000188,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÃRIOS,60830-641,GASOLINA ADITIVADA,2025-09-08,6.55,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641002882,RUA ISRAEL BEZERRA,1155,0,DIONISIO TORRES,60135-460,GASOLINA ADITIVADA,2025-09-08,6.77,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOUZA COMÃRCIO DE PETRÃLEO E SERVIÃOS LTDA,4078953000123,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5352158000306,AVENIDA ALBERTO CRAVEIRO,494,,CASTELAO,60860-000,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO COMETA COMERCIO DE PETROLEO LTDA,4961676000100,AVENIDA DA ABOLICAO,3998,C,MUCURIPE,60165-080,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA,3524403000128,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA ADITIVADA,2025-09-08,6.49,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,KG COMERCIO E COMBUSTIVEIS LTDA,3521199000191,AVENIDA ENGENHEIRO ALBERTO SA,1340,,PAPICU,60175-395,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2486455000194,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA ADITIVADA,2025-09-08,6.29,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000973,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA ADITIVADA,2025-09-08,6.32,,R$ / litro,SP
NE,CE,FORTALEZA,J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,8286434000292,RUA DOUTOR PERGENTINO MAIA,808,,MESSEJANA,60840-045,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,FORTALEZA COMERCIO DE PETROLEO LTDA.,10600297000180,AVENIDA HERACLITO GRAÃA,575,,CENTRO,60140-061,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,DISTRIBUIDORA DE PETROLEO NOTA DEZ LTDA,9434042000105,AVENIDA PADRE ANTONIO TOMAS,3600,,PAPICU,60140-160,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SL COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,10704108000119,AVENIDA VISCONDE DO RIO BRANCO,5922,,AEROLANDIA,60055-172,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,PAPAGAIO COMERCIO DE DERIVADOS DE PETROLEO LTDA,11535248000173,AVENIDA PONTES VIEIRA,1700,,TAUAPE,60130-241,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA,8394192000170,AVENIDA ESTRADA BARAO DE AQUIRAZ,2530,,COACU,60871-684,GASOLINA ADITIVADA,2025-09-08,6.42,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,GMX COMERCIO DE DERIVADOS DE PETROLEO LTDA,15143356000151,RUA PINTO MADEIRA,1131,,ALDEOTA,60150-055,GASOLINA ADITIVADA,2025-09-08,6.37,,R$ / litro,FAN
NE,CE,FORTALEZA,PADRE PIO COMERCIO DE COMBUSTIVEIS LTDA,12317351000100,RUA DOUTOR  ALISIO MAMEDE,463,,VARJOTA,60175-310,GASOLINA ADITIVADA,2025-09-08,6.67,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,CS COMERCIO DE DERIVADOS DE PETROLEO LTDA,17599872000110,AVENIDA AGUANAMBI,1579,,BAIRRO DE FATIMA,60055-401,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SAO JOAO COMERCIO DE COMBUSTIVEIS LTDA,8090734000382,AVENIDA WASHINGTON SOARES,2565,,EDSON QUEIROZ,60811-341,GASOLINA ADITIVADA,2025-09-08,6.29,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MACK II  COMERCIO DE COMBUSTIVEIS LTDA,18314274000110,AVENIDA JUSCELINO KUBITSCHEK,4547,,PASSARE,60861-635,GASOLINA ADITIVADA,2025-09-08,6.67,,R$ / litro,RAIZEN
NE,CE,JUAZEIRO DO NORTE,VIA OESTE PRIME COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,20801484000185,RUA MANOEL LOPES BEZERRA,15,,LAGOA SECA,63040-100,GASOLINA ADITIVADA,2025-09-08,6.35,,R$ / litro,BRANCA
NE,CE,FORTALEZA,ANJOS COMERCIO DE DERIVADOS DE PETROLEO LTDA,14496482000127,AVENIDA ALBERTO CRAVEIRO,1347,1365,BOA VISTA,60861-211,GASOLINA ADITIVADA,2025-09-08,6.47,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,E & E COMERCIO DE DERIVADOS DE PETROLEO LTDA,14407652000150,AVENIDA WASHINGTON SOARES,9333,,GUAJERU,60843-285,GASOLINA ADITIVADA,2025-09-08,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIO DE COMBUSTIVEIS LTDA,22762821000106,AVENIDA ROGACIANO LEITE,401,,PATRIOLINO RIBEIRO,60810-001,GASOLINA ADITIVADA,2025-09-08,6.27,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA ADITIVADA,2025-09-09,6.74,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4314770000240,AVENIDA PADRE CICERO,5211,,SAO JOSE,63041-140,GASOLINA ADITIVADA,2025-09-09,6.34,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000159,AVENIDA DOM AURELIANO MATOS,1751,CENTRO,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2479591000157,RUA CEL. ANTONIO JOAQUIM,1060,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,QUIXADA,POSTO MONOLITOS LTDA,5159709000158,AVENIDA PLACIDO  CASTELO,1599,,CENTRO,63900-002,GASOLINA ADITIVADA,2025-09-09,5.95,,R$ / litro,VIBRA
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000352,AVENIDA OSORIO DE PAIVA,6800,,SIQUEIRA,60720-001,GASOLINA ADITIVADA,2025-09-09,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,ALMEIDA CHAVES COMERCIAL DE PETROLEO LTDA,6912319000170,RUA CONEGO DE CASTRO,6041,,PARQUE SANTA ROSA,60763-003,GASOLINA ADITIVADA,2025-09-09,6.57,,R$ / litro,VIBRA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000123,AVENIDA CARLOS ROBERTO COSTA,750,,AREIAS II,63508-120,GASOLINA ADITIVADA,2025-09-09,6.47,,R$ / litro,BRANCA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000428,RUA GUILHERME DE OLIVEIRA,65,,CENTRO,63500-005,GASOLINA ADITIVADA,2025-09-09,6.52,,R$ / litro,VIBRA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000509,RUA CRUZEIRO DO SUL,996,,ALTO DO JUCA,63500-005,GASOLINA ADITIVADA,2025-09-09,6.57,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000204,RUA DEOCLECIO LIMA VERDE,37,,AREIAS,63500-005,GASOLINA ADITIVADA,2025-09-09,6.47,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA ADITIVADA,2025-09-09,6.35,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,COMERCIAL D2 DE COMBUSTIVEIS LTDA,21691371000137,RUA VICENTE SIEBRA,3701,CE 168,DAS FLORES,62504-142,GASOLINA ADITIVADA,2025-09-09,6.75,,R$ / litro,VIBRA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000200,RUA DOUTOR JOAO PESSOA,832,,CENTRO,63500-023,GASOLINA ADITIVADA,2025-09-09,6.49,,R$ / litro,SP
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000194,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000506,RUA ANTONIO RIBEIRO DE CASTRO SILVA,1322,,BOM NOME,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,POSTO A+ COMERCIO DE COMBUSTIVEIS LTDA,18717475000673,AVENIDA MONSENHOR TABOSA,3199,,JULHO II,62500-001,GASOLINA ADITIVADA,2025-09-09,6.71,,R$ / litro,IPIRANGA
NE,CE,IGUATU,I G BEZERRA SOUSA COMBUSTIVEIS LTDA,3929849000213,RUA TREZE DE MAIO,378,,CENTRO,63500-144,GASOLINA ADITIVADA,2025-09-09,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA,27037354000167,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,IPIRANGA
NE,CE,JUAZEIRO DO NORTE,POSTO RANGEL EIRELI,30158086000146,AVENIDA PADRE CICERO,4444,,SAO JOSE,63024-010,GASOLINA ADITIVADA,2025-09-09,6.33,,R$ / litro,BRANCA
NE,CE,QUIXADA,MACK IX COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589489000160,AVENIDA JUSCELINO KUBITSCHEK,1066B,,ALTO SAO FRANCISCO,63908-230,GASOLINA ADITIVADA,2025-09-09,5.89,,R$ / litro,RAIZEN
NE,CE,QUIXADA,MACK XI COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589547000156,AVENIDA JESUS MARIA JOSE,778,,CAMPO VELHO,63907-008,GASOLINA ADITIVADA,2025-09-09,5.89,,R$ / litro,RAIZEN
NE,CE,IGUATU,JOSE GRASUENE DE ARAUJO LTDA,25147076000256,AVENIDA ALBERICO CAVALCANTE MENDONCA,359,,ALVORADA,63507-683,GASOLINA ADITIVADA,2025-09-09,6.45,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,POSTO MOREIRA JULHO LTDA,35854236000170,AVENIDA MONSENHOR TABOSA,3019,,JULHO,62505-650,GASOLINA ADITIVADA,2025-09-09,6.75,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,J P PETROLEO LTDA,37878277000121,RUA ZEFERINO PEDRO DOS SANTOS,414,,SAO JOSE,63024-390,GASOLINA ADITIVADA,2025-09-09,6.59,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000275,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-09,6.39,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,7053903000422,AVENIDA PADRE CICERO,2506,,CAJUINA SAO GERALDO,63022-115,GASOLINA ADITIVADA,2025-09-10,6.89,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,M. T. D. F. PETROLEO LTDA,3312532000152,AVENIDA PADRE CICERO,2200,,SALESIANOS,63050-292,GASOLINA ADITIVADA,2025-09-10,6.79,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,SJ -PETROLEO LTDA,3462989000143,AVENIDA VIRGILIO TAVORA,1100,,TIMBAUBA,63028-352,GASOLINA ADITIVADA,2025-09-10,6.6,,R$ / litro,RAIZEN
NE,CE,JUAZEIRO DO NORTE,WR PETROLEO E DERIVADOS LTDA,293343000191,AVENIDA PADRE CICERO,1910,,SALESIANO,63010-020,GASOLINA ADITIVADA,2025-09-10,6.35,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,M T PETROLEO LTDA,236128000159,AVENIDA GOVERNADOR VIRGILIO TAVORA,S/N,,TIMBAUBA,63028-352,GASOLINA ADITIVADA,2025-09-10,6.37,,R$ / litro,BRANCA
NE,CE,QUIXADA,CIRO GOMES MAGALHAES,41424276000346,RODOVIA CE   456  KM  01,S/N,SITIO  ITAJUBA,ZONA  URBANA,63900-002,GASOLINA ADITIVADA,2025-09-10,6.66,,R$ / litro,RAIZEN
NE,CE,SOBRAL,ECONOGÃS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÃS NAT,8775979000262,RUA TABELIÃO IDELFONSO CAVALCANTI,455,,CENTRO,62010-000,GASOLINA ADITIVADA,2025-09-10,6.68,,R$ / litro,RAIZEN
NE,CE,SOBRAL,ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,7204049000105,RUA TABELIAO ILDEFONSO CAVALCANTE,320,,CENTRO,62010-001,GASOLINA ADITIVADA,2025-09-10,6.45,,R$ / litro,VIBRA
NE,CE,SOBRAL,POSTO PRINCESA DO NORTE LTDA,1914855000190,RUA MENINO DEUS,691,,CENTRO,62010-310,GASOLINA ADITIVADA,2025-09-10,6.68,,R$ / litro,IPIRANGA
NE,CE,QUIXADA,JOAO PAULO DE MENEZES FURTADO,7148072000120,AVENIDA PRESIDENTE VARGAS,360,,PUTIU,63900-000,GASOLINA ADITIVADA,2025-09-10,5.89,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA,2942401000196,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,GASOLINA ADITIVADA,2025-09-10,6.3,,R$ / litro,VIBRA
NE,CE,SOBRAL,MASTER POSTO COMERCIO DE COMBUSTIVEIS LTDA,28335497000118,AVENIDA SENADOR JOSE ERMIRIO DE MORAES,872,,PADRE IBIAPINA,62023-120,GASOLINA ADITIVADA,2025-09-10,6.38,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,CARIRI COMBUSTIVEIS LTDA,48768795000109,AVENIDA GOVERNADOR VIRGILIO TAVORA,1208,,AEROPORTO,63020-735,GASOLINA ADITIVADA,2025-09-10,6.35,,R$ / litro,BRANCA
NE,CE,CAUCAIA,BOQUEIRAO COMERCIO DE DERIVADOS DE PETROLEO LTDA,7130954000168,RODOVIA BR 222 KM 21,S/N,,BOQUEIRAO,61616-000,GASOLINA ADITIVADA,2025-09-11,5.99,,R$ / litro,RAIZEN
NE,CE,CAUCAIA,CERAPELES DERIVADOS DE PETROLEO LTDA,12215216000153,RODOVIA BR-222,8500,MATS 21.479 E 41.292LOTE  14 17 A 23                POSTO FORTALEZA,TABAPUA,61635-365,GASOLINA ADITIVADA,2025-09-11,6.37,,R$ / litro,BRANCA
NE,CE,CAUCAIA,SEVERINO ALMEIDA CHAVES,9411539000108, BR 020 KM 402,S/N,Q-31 LOTE  N. 05,JARDIM FORTALEZA,61605-600,GASOLINA ADITIVADA,2025-09-11,6.35,,R$ / litro,VIBRA
NE,CE,CAUCAIA,IEDA Q PINHEIRO,10482040000170,RUA TEODORO DA CASTRO,35,B,CONJ MARECHAL RONDON,61605-600,GASOLINA ADITIVADA,2025-09-11,6.47,,R$ / litro,IPIRANGA
NE,CE,CAUCAIA,E. G. COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,5330700000168,BR 222,S/N,KM 01,ZONA RURAL,61616-000,GASOLINA ADITIVADA,2025-09-11,6.09,,R$ / litro,VIBRA
NE,CE,CAUCAIA,POSTO NEVES E VIANA LTDA,4327828000100,RODOVIA BR 222,S/N,KM 09,PARQUE SOLEDADE,61605-600,GASOLINA ADITIVADA,2025-09-11,6.57,,R$ / litro,VIBRA
NE,CE,CAUCAIA,METROPOLE COMERCIO DE DERIVADOS DE PETROLEO LTDA,3360970000196,AVENIDA CONTORNO LESTE (CJ PLANALTO CAUCAIA),127,,PLANALTO CAUCAIA,61605-400,GASOLINA ADITIVADA,2025-09-11,6.39,,R$ / litro,FAN
NE,CE,CAUCAIA,POSTO ESTRUTURANTE LTDA,2947220000152,RODOVIA CE 085,S/N,KM 02,ZONA RURAL,61605-600,GASOLINA ADITIVADA,2025-09-11,6.41,,R$ / litro,VIBRA
NE,CE,CAUCAIA,LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI,10835567000131,RODOVIA BR 222 KM 04,3970,,PARQUE TABAPUA,61635-365,GASOLINA ADITIVADA,2025-09-11,6.29,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO V LTDA,18484953000138,RUA FRANCISCA FEITOSA,1425,,LADEIRA,62508-745,GASOLINA ADITIVADA,2025-09-11,6.75,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,SAO PEDRO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA.,24873633000172,RUA MAJOR ANTONIO RODRIGUES TEIXEIRA,1390,,CRUZEIRO,62503-126,GASOLINA ADITIVADA,2025-09-11,6.8,,R$ / litro,RAIZEN
NE,CE,CAUCAIA,WJ CHAVES COMERCIO DE COMBUSTIVEIS LTDA,22780990000160,RUA CORONEL CORREIA,2958,,CENTRO,61600-004,GASOLINA ADITIVADA,2025-09-11,6.47,,R$ / litro,RAIZEN
NE,CE,CAUCAIA,J A COMERCIO COMBUSTIVEIS LTDA,2696818001350,AVENIDA CENTRAL,S/N,,ICARAI,61620-340,GASOLINA ADITIVADA,2025-09-11,6.27,,R$ / litro,BRANCA
NE,CE,CAUCAIA,P&E COMERCIO DE DERIVADOS DE PETROLEO LTDA,54028463000190,RODOVIA BR-020,6356,KM    14.5,CAMPO GRANDE,61614-000,GASOLINA ADITIVADA,2025-09-11,6.45,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,23463268000165,RUA JOSE DO PATROCINIO,1023,,COQUEIRO,62508-048,GASOLINA ADITIVADA,2025-09-12,6.75,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,EMPRESA DE COMBUSTIVEL SAO CRISTOVAO II LTDA,10862658000166,RUA VICENTE SIEBRA,1747,,COQUEIRO,62500-000,GASOLINA ADITIVADA,2025-09-12,6.76,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO VIII LTDA,22614944000191,RUA DOM AURELIANO MATOS,559,,CENTRO,62500-004,GASOLINA ADITIVADA,2025-09-12,6.82,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA,7702402000187,AVENIDA PRESIDENTE CASTELO BRANCO,2215,,LIMOEIRO,63030-205,GASOLINA ADITIVADA,2025-09-15,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4314770000240,AVENIDA PADRE CICERO,5211,,SAO JOSE,63041-140,GASOLINA ADITIVADA,2025-09-15,6.34,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000361,AVENIDA CASTELO BRANCO,3170,,NOVO JUAZEIRO,63030-605,GASOLINA ADITIVADA,2025-09-15,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M D PETROLEO LTDA,86956182000194,AVENIDA PRESIDENTE CASTELO BRANCO,618,,PIRAJA,63034-112,GASOLINA ADITIVADA,2025-09-15,6.37,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,SJ -PETROLEO LTDA,3462989000143,AVENIDA VIRGILIO TAVORA,1100,,TIMBAUBA,63028-352,GASOLINA ADITIVADA,2025-09-15,6.6,,R$ / litro,RAIZEN
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000108,AVENIDA AILTON GOMES,875,,PIRAJA,63020-000,GASOLINA ADITIVADA,2025-09-15,6.3,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M T PETROLEO LTDA,236128000159,AVENIDA GOVERNADOR VIRGILIO TAVORA,S/N,,TIMBAUBA,63028-352,GASOLINA ADITIVADA,2025-09-15,6.37,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-15,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA ADITIVADA,2025-09-15,6.39,,R$ / litro,BRANCA
